0	1
0	55
0	160
0	40
1	86
1	98
1	127
2	3
2	164
2	162
2	89
3	8
3	73
3	140
4	5
4	17
4	149
4	114
5	131
5	128
5	190
6	7
6	56
6	132
6	143
7	134
7	63
7	196
8	128
8	20
8	146
9	10
9	186
9	101
9	198
10	31
10	55
10	108
11	12
11	40
11	77
11	123
12	15
12	18
12	138
13	14
13	49
13	177
13	103
14	17
14	115
14	184
15	16
15	43
15	54
16	165
16	141
16	115
17	141
17	165
18	19
18	189
18	31
19	74
19	177
19	106
20	21
20	27
20	183
21	48
21	54
21	174
22	23
22	192
22	51
22	106
23	75
23	119
23	169
24	25
24	72
24	29
24	78
25	112
25	135
25	167
26	27
26	37
26	65
26	154
27	140
27	143
28	29
28	179
28	103
28	144
29	129
29	156
30	31
30	107
30	94
30	55
31	58
32	33
32	121
32	85
32	77
33	48
33	68
33	71
34	35
34	47
34	109
34	148
35	101
35	166
35	112
36	37
36	90
36	91
36	94
37	120
37	104
38	39
38	87
38	197
38	198
39	49
39	172
39	192
40	153
40	51
41	42
41	148
41	100
41	132
42	99
42	152
42	153
43	123
43	161
43	175
44	45
44	159
44	154
44	173
45	190
45	191
45	60
46	47
46	81
46	60
46	137
47	152
47	157
48	63
48	50
49	142
49	186
50	51
50	170
50	172
51	73
52	53
52	122
52	97
52	199
53	109
53	123
53	67
54	158
54	85
55	88
56	79
56	76
56	169
57	58
57	172
57	102
57	64
58	97
58	149
59	60
59	168
59	146
59	175
60	121
61	62
61	122
61	182
61	64
62	180
62	118
62	194
63	99
63	198
64	65
64	156
65	78
65	81
66	67
66	185
66	195
66	104
67	178
67	133
68	69
68	84
68	113
69	182
69	99
69	192
70	71
70	120
70	125
70	130
71	75
71	72
72	82
72	110
73	74
73	126
74	112
74	160
75	110
75	187
76	77
76	183
76	189
77	147
78	118
78	101
79	80
79	118
79	95
80	122
80	114
80	178
81	199
81	115
82	85
82	156
82	96
83	84
83	134
83	187
83	194
84	184
84	107
85	162
86	137
86	158
86	122
87	88
87	105
87	170
88	112
88	130
89	90
89	153
89	133
90	165
90	186
91	92
91	191
91	188
92	108
92	128
92	181
93	94
93	187
93	185
93	171
94	127
95	96
95	100
95	129
96	150
96	151
97	176
97	168
98	163
98	111
98	190
99	155
100	178
100	139
101	171
102	103
102	134
102	136
103	111
104	105
104	197
105	121
105	163
106	107
106	148
107	144
108	109
108	157
109	183
110	111
110	145
111	160
113	114
113	179
113	137
114	126
115	116
116	131
116	132
116	117
117	118
117	133
117	197
119	149
119	158
119	159
120	131
120	196
121	143
123	181
124	125
124	136
124	163
124	159
125	151
125	170
126	127
126	137
127	168
128	129
129	168
130	183
130	195
131	145
132	187
133	135
134	198
135	136
135	155
136	193
138	139
138	186
138	199
139	182
139	178
140	147
140	164
141	145
141	185
142	143
142	174
142	194
144	180
144	188
145	195
146	147
146	154
147	173
148	164
149	167
150	151
150	184
150	164
151	163
152	167
152	179
153	177
154	197
155	192
155	190
156	191
157	172
157	196
158	193
159	194
160	169
161	162
161	169
161	191
162	167
165	166
166	185
166	196
170	171
171	177
173	174
173	175
174	188
175	176
176	193
176	195
179	182
180	181
180	189
181	199
184	188
189	193
