372	175
372	242
372	32
372	128
372	98
372	214
372	26
109	26
109	95
109	377
0	293
0	315
0	371
0	349
0	288
328	211
328	67
328	251
328	20
328	325
328	301
328	152
246	84
246	155
202	194
202	303
202	304
206	245
206	175
206	147
206	370
152	149
152	293
152	63
152	80
152	362
152	64
187	184
187	198
187	316
187	73
187	40
187	6
126	26
126	141
126	207
126	329
126	241
25	169
25	294
25	266
25	213
25	378
25	322
25	61
25	369
56	245
56	162
56	356
297	194
297	268
297	35
297	31
297	361
297	261
297	75
290	69
290	251
290	49
290	216
290	300
290	352
290	323
290	284
298	175
298	26
298	331
338	64
338	79
338	281
338	349
306	170
306	132
306	58
306	334
306	47
306	121
87	374
87	129
87	218
87	93
87	210
87	17
268	194
268	35
268	223
268	156
268	160
240	294
240	271
240	345
65	181
65	203
219	245
219	31
219	23
219	243
219	230
311	149
311	174
311	354
311	63
311	313
316	198
316	203
163	302
163	239
163	221
163	340
163	213
163	201
163	364
354	149
354	293
354	174
354	63
354	61
354	1
354	2
354	378
354	60
354	134
354	77
354	295
354	68
354	355
354	314
354	169
354	154
354	168
217	149
217	63
217	258
217	61
217	74
217	272
201	64
201	79
201	173
201	274
201	36
201	5
201	194
201	117
66	253
66	90
66	330
117	305
117	347
117	155
117	285
117	44
117	24
117	5
86	269
86	90
86	315
39	213
39	249
39	295
39	278
39	362
39	15
39	129
39	135
340	302
340	239
340	221
340	129
340	157
199	205
199	359
199	228
199	80
49	293
49	251
49	156
49	3
49	216
49	349
49	300
49	153
49	352
49	301
49	312
49	106
218	374
218	129
218	93
218	210
218	17
231	168
231	243
231	111
231	190
231	139
231	98
3	293
3	251
3	156
3	196
250	226
250	93
250	323
250	378
27	303
27	106
27	247
27	41
27	269
27	8
27	214
323	69
323	216
256	301
256	148
256	53
256	147
256	282
128	32
128	135
128	121
325	211
325	67
325	20
325	53
326	46
326	108
326	26
326	208
326	141
326	48
326	22
122	149
122	42
122	262
122	161
122	308
122	123
122	310
122	10
122	277
20	211
20	67
20	251
20	7
20	208
20	358
353	293
353	110
353	315
353	241
353	33
353	371
353	29
353	366
353	132
252	345
252	115
252	220
252	29
252	5
252	303
30	69
30	16
116	257
116	351
116	125
116	150
116	234
116	190
116	100
116	9
116	356
116	103
116	85
116	71
116	233
116	69
35	194
35	336
35	94
35	273
259	168
259	303
259	318
259	345
259	16
259	140
259	74
259	106
259	45
259	273
40	198
40	335
112	345
112	179
112	224
112	89
112	344
112	75
112	107
112	276
112	22
88	120
88	302
88	225
88	233
88	345
88	1
320	233
320	289
320	176
320	228
320	322
320	72
45	303
45	140
366	270
366	267
366	34
366	82
366	245
366	97
334	170
334	132
334	58
243	168
243	111
350	283
350	183
350	98
196	64
196	79
196	233
196	47
346	149
346	293
346	63
346	377
247	303
247	106
247	41
247	260
247	263
337	158
337	184
337	59
212	184
212	198
212	37
212	44
212	248
212	197
212	22
295	213
295	249
295	278
295	68
295	355
295	314
185	72
185	21
185	324
185	47
185	31
370	330
370	130
370	146
370	140
189	101
189	226
189	173
189	93
189	164
189	167
189	335
189	313
14	174
14	253
14	197
14	75
7	345
7	81
7	376
7	115
7	367
7	272
7	53
7	15
7	13
7	310
7	167
289	233
289	19
289	330
289	130
289	176
289	228
289	322
289	263
289	377
289	271
289	369
102	149
102	63
102	99
102	363
102	377
2	149
2	293
2	63
2	61
2	1
2	378
2	60
2	141
2	214
123	149
123	42
123	262
263	19
263	377
263	271
263	317
263	84
263	16
263	308
263	266
263	59
153	349
153	300
153	59
167	226
167	110
167	330
167	119
278	213
278	249
278	150
248	197
248	226
248	178
96	211
96	180
96	351
108	46
108	26
108	208
108	141
108	48
108	244
108	319
108	174
108	233
154	84
154	312
154	4
154	24
154	280
37	184
37	19
37	336
46	26
46	208
46	141
46	48
46	367
46	58
46	244
233	19
233	176
233	228
233	322
233	223
233	89
15	284
15	226
15	93
15	47
264	211
264	301
264	67
322	176
322	228
322	235
322	261
172	277
172	182
172	313
172	364
172	237
44	184
44	251
44	53
349	315
349	371
349	300
10	310
10	190
10	179
239	335
239	302
239	309
239	221
239	280
26	184
26	175
26	208
26	141
26	48
26	207
26	329
26	51
26	331
26	95
26	229
26	339
63	284
63	149
63	293
63	174
63	61
63	1
63	258
63	378
63	60
63	80
63	362
63	261
63	118
63	71
194	131
194	303
194	336
60	149
60	293
60	61
60	1
60	378
60	73
68	355
68	314
68	149
55	184
55	191
115	345
115	166
115	81
115	376
115	215
115	38
115	367
115	272
115	53
115	220
115	232
288	69
288	273
288	18
288	147
288	76
215	345
215	38
215	335
215	237
215	158
77	134
77	307
131	369
131	216
125	257
125	351
125	150
125	234
125	190
125	100
92	151
92	169
92	105
92	241
193	69
193	18
193	28
143	76
143	339
143	119
143	230
143	54
143	192
143	361
80	284
80	149
80	293
80	362
80	22
70	181
70	200
70	292
70	282
70	265
324	169
324	72
324	21
324	28
324	103
286	335
286	32
286	99
279	81
279	145
279	94
271	19
271	377
271	151
271	343
342	64
342	13
342	38
24	211
24	180
24	368
24	149
24	137
164	226
164	93
164	343
164	43
164	133
164	165
164	319
164	186
164	244
164	83
164	272
4	84
4	312
4	147
276	344
276	75
293	284
293	149
293	281
293	61
293	1
293	378
293	315
293	241
293	371
293	251
293	135
293	156
293	291
293	362
293	71
293	225
293	36
285	211
285	232
291	315
111	168
111	75
111	78
249	213
249	28
50	301
50	91
195	238
195	269
195	130
31	245
31	23
31	300
159	208
159	358
236	184
236	251
255	348
255	245
255	180
255	361
255	282
190	257
190	351
190	150
190	234
190	100
190	339
190	308
190	147
54	76
54	339
54	230
319	226
319	43
319	133
319	165
319	186
319	348
319	106
166	303
166	345
166	16
166	179
166	81
166	162
284	373
284	275
284	149
284	281
284	226
284	93
284	184
208	141
208	48
208	173
208	302
208	101
355	314
355	368
355	178
302	120
302	221
161	42
161	262
161	183
90	269
90	260
90	83
90	301
100	257
100	351
100	150
100	234
100	339
23	245
23	110
309	335
309	257
294	151
294	169
294	84
294	57
300	251
300	216
300	352
300	135
179	303
179	345
179	16
179	175
253	174
209	184
209	375
209	9
209	171
209	198
209	363
209	8
209	33
270	330
270	11
270	267
270	34
270	82
270	158
270	133
347	305
347	22
347	155
347	351
89	224
89	140
183	305
183	137
183	257
95	76
275	373
275	344
169	175
169	330
169	283
169	151
169	84
169	105
169	28
169	13
9	184
9	150
9	234
9	375
9	171
9	76
9	356
9	78
9	363
9	120
351	257
351	150
351	234
351	103
351	85
351	140
57	181
57	200
312	84
312	327
312	359
312	188
224	344
224	107
224	374
11	330
11	146
34	267
34	82
34	69
34	361
34	205
34	139
307	184
307	365
307	266
106	303
106	318
106	74
106	41
171	184
171	375
171	198
171	139
171	280
171	235
171	254
360	315
360	178
305	137
305	22
305	155
305	331
203	181
203	376
113	149
113	162
274	244
274	211
274	362
365	184
365	266
292	181
292	200
292	282
292	317
211	301
211	67
211	180
211	368
211	232
211	362
173	101
173	226
173	5
173	367
186	226
186	43
186	133
186	165
1	149
1	61
1	378
1	19
118	149
118	61
118	261
374	321
374	129
374	93
374	210
374	17
374	136
145	81
145	315
314	192
254	67
254	205
254	339
254	162
254	318
61	149
61	378
61	261
61	85
364	177
364	124
221	64
29	64
29	79
29	315
29	241
103	150
103	234
103	85
103	142
103	71
371	315
371	241
371	277
371	155
371	32
6	223
6	130
222	237
222	147
222	170
222	376
222	99
62	137
62	214
62	97
62	181
62	174
62	341
62	257
140	303
140	345
140	16
140	358
75	160
75	344
75	101
75	228
235	204
235	58
59	158
59	184
59	363
282	181
282	200
282	184
282	358
282	188
282	331
204	160
204	344
204	134
21	72
85	150
85	234
85	330
13	283
13	105
13	28
363	205
363	93
142	137
142	144
142	52
142	333
110	315
110	241
110	69
110	182
200	181
200	317
281	149
281	151
228	176
181	137
181	317
181	262
182	277
182	98
182	165
223	301
223	175
223	330
223	42
348	244
348	245
348	180
348	227
348	361
348	175
348	12
348	188
348	238
150	257
150	234
150	356
150	261
150	197
262	149
262	42
262	308
76	339
76	119
76	230
76	16
38	345
38	148
84	151
84	273
84	210
84	198
205	67
205	359
205	104
94	356
94	178
277	149
299	184
97	137
97	214
238	269
238	130
238	78
238	168
114	184
114	47
136	129
136	210
136	74
83	269
180	244
180	245
180	227
180	361
180	188
180	368
162	245
367	345
367	81
367	376
367	272
367	53
375	184
375	32
375	241
376	345
376	81
376	237
376	147
376	170
376	99
376	272
376	53
8	303
8	269
8	362
261	149
261	51
74	303
74	318
81	345
81	272
81	53
133	226
133	43
133	165
133	91
341	149
341	304
341	357
341	287
147	237
147	170
147	99
147	168
147	229
198	184
